SubjectCode;Name;Credits
MGP507;MODELOS Y TECNICAS DE INTERVENCION SOCIOEDUCATIVA;1
MGP508;TRANSVERSALIZACION DE GENERO EN POLITICAS EDUCATIVAS;1
MGP509;CURRICULO Y EVALUACION DE PROGRAMAS DE INTERVENCION EDUCATIVA I;1
MIN501;TEORIA DEL APRENDIZAJE;1
MIN505;EVALUACION DE LA INNOVACION;1
MIN506;DISEÑO DEL PENSAMIENTO CREATIVO;1
MIN513;TRABAJO FINAL DE INVESTIGACION;1
PSI201;PSICOLOGIA GENERAL I;1
PSI202;PSICOLOGIA GENERAL II;1
PSI203;HISTORIA DE LA PSICOLOGIA;1
PSI206;SISTEMAS PSICOLOGICOS CONTEMPORANEOS;1
PSI208;METODOLOGIA DE LA INVESTIGACION I;1
PSI209;SEXUALIDAD HUMANA;1
PSI210;METODOLOGIA DE LA INVESTIGACION II;1
PSI211;PROYECTO DE INVESTIGACION PSICOLOGICA;1
PSI214;METODOLOGIA DE LA INVESTIGACION II;1
PSI303;PSICOLOGIA SOCIAL;1
PSI306;PSICOLOGIA DE LA PERSONALIDAD;1
PSI308;PSICOLOGIA COGNOSCITIVA I;1
PSI315;ATENCION A LA DIVERSIDAD;1
PSI317;FUNDAMENTOS DE NEUROCIENCIA;1
PSI329;PASANTIA I DE PSICOLOGIA;1
PSI332;PASANTIA II DE PSICOLOGIA;1
PSI336;DESARROLLO DEL ADULTO Y LA VEJEZ;1
PSI338;INTRODUCCION A LA MEDICION PSICOLOGICA;1
PSI339;DESARROLLO INFANTIL Y ADOLESCENTE;1
PSI343;PSICOPATOLOGIA INFANTIL;1
PSI351;PSICOLOGIA POSITIVA;1
PSI358;MEDICION EN CLINICA PSICOLOGICA;1
PSI359;PROYECTO INTEGRADOR EN PSICOLOGIA CLINICA DEL ADULTO;1
PSI377;PSICOLOGIA DINAMICA;1
PSI382;PSICOLOGIA CRIMINALISTICA;1
PSI386;ORIENTACIÓN PROFESIONAL EN PSICOLOGÍA I;1
PSI387;PSICOLOGÍA DEL APRENDIZAJE;1
PSI387L;PRÁCTICA DE PSICOLOGÍA DEL APRENDIZAJE;1
PSI388;INTRODUCCION A LA MEDICIÓN PSICOLOGICA;1
PSI388L;PRACTICA INTRODUCCION A LA MEDICIÓN PSICOLOGICA;1
PSI389;PSICOLOGIA CONDUCTUAL I;1
PSI390;PSICOLOGIA CONDUCTUAL II;1
PSI390L;PRACTICA PSICOLOGIA CONDUCTUAL II;1
PSI391;ORIENTACIÓN PROFESIONAL EN PSICOLOGIA II;1
PSI394;PSICOLOGIA COGNOSCITIVA;1
PSI395;PSICOLOGIA FISIOLOGICA;1
PSI396;PSICOLOGIA SOCIAL;1
SHF201;FRANCES A1 1;1
SHF202;FRANCES A1 2;1
SHF203;FRANCES A2 1;1
SHF205;FRANCES A2 3;1
SHF302;FRANCES B1 3;1
SHI103;INGLES 01 (BASICO I);1
SHI104;INGLES 02 (BASICO II);1
SHI105;INGLES 03 (INTERMEDIO I);1
SHI106;INGLES 04 (INTERMEDIO II);1
SHI107;INGLES 05 (AVANZADO I);1
SHI108;INGLES 06 (AVANZADO II);1
SHI111;INGLES INTERMEDIO II;1
SHI112;INGLES AVANZADO I;1
SHI113;INGLES AVANZADO II (TECNICO PARA MEDICINA);1
SHI206;INGLES PARA NEGOCIOS;1
SHM201;MANDARIN A1 1;1
SHM203;MANDARIN A1 3;1
SHM205;MANDARIN A2 2;1
SHT201;ITALIANO A1 1;1
SHT202;ITALIANO A1 2;1
SIC301;PSICOLOGIA DE LA NEGOCIACION Y MEDIACION DE CONFLICTOS;1
ADM247;RESPONSABILIDAD SOCIAL EMPRESARIAL Y DESARROLLO SOSTENIBLE;1
ADM302;METODOS CUANTITATIVOS PARA NEGOCIOS;1
ADM315;ADMINISTRACION Y GESTION EMPRESARIAL;1
ADM330;COMPORTAMIENTO ORGANIZACIONAL;1
ADM334;GERENCIA DE PRODUCCION Y OPERACIONES;1
ADM334L;LABORATORIO GERENCIA DE PRODUCCION Y OPERACIONES;1
ADM335;ASPECTOS LEGALES EN LOS NEGOCIOS;1
ADM336;DERECHO LABORAL;1
ADM337;DERECHO COMERCIAL;1
ADM338;ESTRATEGIAS E INNOVACION;1
ADM339;FORMULACION Y EVALUACION DE PROYECTOS DE INVERSION;1
ADM340;MATEMATICAS FINANCIERAS;1
ADM341;GESTION DE PERSONAS;1
ANC501;PLANEACION ESTRATEGICA GERENCIAL;1
ANC503;HERRAMIENTAS, METODOS Y TECNICAS PARA LA SOLUCION DE PROBLEMAS;1
ANC506;GERENCIA DE PROCESOS;1
ANC514;SISTEMA Y TECNOLOGIA DE LA INFORMACION PARA LA MEJORA CONTINUA;1
ANC515;GESTION Y AUDITORIA DE SISTEMAS ADMINISTRATIVOS MEDIOAMBIENTALES;1
ANC516;SISTEMAS ESBELTOS PARA PROCESOS DE SERVICIO;1
CCP103;CREATIVIDAD;1
CCP104;GRAFISMO;1
CCP202;GERENCIA DE PROYECTOS;1
CCP203;PSICOLOGIA DEL CONSUMIDOR;1
CCP205;PUBLICIDAD;1
CCP206;BASICOS DEL DISEÑO;1
CCP207;AUTORREGULACION PUBLICITARIA;1
CCP210;BASICO DE NARRATIVA (STORYTELLING);1
CCP212;CREATIVIDAD PUBLICITARIA I;1
CCP213;PERSPECTIVA;1
CCP214;EXPRESIÓN TIPOGRÁFICA;1
CCP301;PROCESOS CREATIVOS;1
CCP302;EXPLORACION DE TENDENCIAS;1
CCP304;PROYECTO DE INVESTIGACION DEL CONSUMIDOR;1
CCP305;INVESTIGACION PUBLICITARIA;1
CCP306;FOTOGRAFIA PUBLICITARIA;1
CCP307;DISEÑO PUBLICITARIO II;1
CCP308;BRANDING II;1
CCP310;ANTROPOLOGIA DIGITAL;1
CCP312;CREATIVIDAD PUBLICITARIA II;1
CCP314;DISEÑO DIGITAL;1
CCP315;ACCOUNT PLANNING;1
CCP317;DISEÑO POS;1
CCP319;TRIBUS DE CONSUMIDORES;1
CCP320;ESTRATEGIA DE CONEXION (MEDIOS ANALOGOS Y DIGITALES);1
CCP324;PRODUCCION AUDIO Y MUSICA COMERCIAL;1
CCP325;PRESUPUESTO DE COMUNICACION MARKETING;1
CCP326;MODELOS DE NEGOCIOS DE LAS AGENCIAS DE COMUNICACION COMERCIAL;1
CCP327;DISEÑO DE PRODUCTOS/EMPAQUES;1
CCP330;TALLER: SIMULADOR AGENCIA;1
CCP331;LABORATORIO PRESENTACIONES ESPECULATIVAS DE NUEVOS NEGOCIOS;1
CCP333;CREATIVIDAD Y TECNOLOGIA;1
CCP334;MEDIOS DE COMUNICACION;1
CON203;CONTABILIDAD FINANCIERA BASICA;1
CON203L;TALLER CONTABILIDAD FINANCIERA BASICA;1
CON204;CONTABILIDAD FINANCIERA INTERMEDIA;1
CON204L;TALLER CONTABILIDAD FINANCIERA INTERMEDIA;1
CON213;FUNDAMENTOS DE CONTABILIDAD;1
CON214;CONTABILIDAD FINANCIERA I;1
CON214L;LABORATORIO CONTABILIDAD FINANCIERA I;1
CON215;CONTABILIDAD GERENCIAL;1
CON320;ANALISIS DE ESTADOS FINANCIEROS;1
CON335;PLANIFICACION FINANCIERA Y CONTROL PRESUPUESTARIO;1
CON340;TRIBUTACION I;1
CON344;DIANOSTICO FINANCIERO;1
CON357;CONTABILIDAD FINANCIERA AVANZADA;1
CON357L;TALLER DE CONTABILIDAD FINANCIERA AVANZADA;1
CON358;CONTABILIDAD DE COSTOS I;1
CON366;CONTABILIDAD DE COSTOS II;1
CON366L;TALLER COSTOS PARA TOMA DE DECISIONES;1
CON367;TRIBUTACION II;1
CON367L;TALLER DE TRIBUTACION;1
EAN405;INVESTIGACION OPERATIVA;1
ECO203;INTRODUCCION A LA ECONOMIA;1
ECO206;ECONOMIA PARA NEGOCIOS;1
ECO208;ECONOMÍA CREATIVA Y DE INNOVACIÓN (ECONOMÍA NARANJA);1
ECO302;MODELOS MATEMATICOS EN ECONOMIA II;1
ECO303;MICROECONOMIA I;1
ECO304;MICROECONOMIA II;1
ECO305;MACROECONOMIA I;1
ECO306;MACROECONOMIA II;1
ECO309;TEORIA MONETARIA;1
ECO311;ECONOMIA INTERNACIONAL I;1
ECO312;ECONOMIA INTERNACIONAL II;1
ECO314;DESARROLLO ECONOMICO;1
ECO322;ECONOMIA DE EMPRESA;1
ECO325;ORGANIZACION INDUSTRIAL;1
ECO327;ECONOMIA FINANCIERA;1
ECO331;HISTORIA DEL ANALISIS ECONOMICO I;1
ECO336;ECONOMETRIA I;1
ECO336L;LABORATORIO ECONOMETRIA I;1
ECO340;TOPICOS DE ECONOMETRIA;1
ECO340L;LABORATORIO DE TOPICOS DE ECONOMETRIA;1
ECO342;INVESTIGACION FINAL DE GRADO;1
ECO343;ANALISIS DE LA ECONOMIA DOMINICANA;1
ECO345;ECONOMIA AMBIENTAL;1
ECO346;LABORATORIO APLICACIONES MACROECONOMICAS;1
ECO347;HISTORIA DEL ANALISIS ECONOMICO II;1
ECO348;ECONOMETRIA FINANCIERA Y DE NEGOCIOS;1
ECO350;MODELOS MATEMATICOS EN ECONOMIA I;1
ECO351;MICROECONOMIA I;1
GTH513;GESTION ESTRATEGICA DEL TALENTO POR COMPETENCIAS;1
GTH514;COMPORTAMIENTO ORGANIZACIONAL;1
GTH517;RECLUTAMIENTO, SELECCION E INTEGRACION DE TALENTOS;1
LIC201;INTRODUCCIÓN INGENIERÍA COMERCIAL;1
LIC301;DISEÑO DE PROCESOS E INDICADORES;1
LIC302;COSTO DE PROCESOS COMERCIALES;1
LIF201;FINANZAS I;1
LIF202;ANALISIS FINANCIERO PARA MERCADEO;1
LIF301;FINANZAS II;1
LIF302;MERCADOTECNIA FINANCIERA;1
LIF303;FINANAZAS INTERNACIONALES;1
LIF304;INTELIGENCIA FINANCIERA Y DE NEGOCIOS;1
LIF305;PORTAFOLIOS E INSTRUMENTOS DE INVERSION;1
LIF306;ADMINISTRACION FINANCIERA;1
LIF310;TEORIA DEL ARBITRAJE;1
LNI101;PERSPECTIVA INTERNACIONAL;1
LNI201;INTRODUCCION A LOS NEGOCIOS;1
LNI205;POSICIONAMIENTO ESTRATÉGICO GLOBAL;1
LNI300;ESTRATEGIAS DE INTERNACIONALIZACION;1
LNI301;GEOESTRATEGIAS Y SISTEMAS DE INTEGRACION ECONOMICOS;1
LNI304;GERENCIA FINANCIERA INTERNACIONAL;1
LNI307;DERECHO INTERNACIONAL, ARBITRAJE Y NEGOCIACION;1
LNI309;CADENAS GLOBALES DE VALOR;1
LNI311;INTERNATIONAL BUSINESS TOPICS;1
LNI312;EXPORTACION E IMPORTACION;1
LNI316;ADUANAS, POLITICAS Y NORMATIVAS INTERNACIONALES;1
LNI322;INTELIGENCIA DE NEGOCIOS INTERNACIONALES CON SIMULACION;1
LNI323;INTRODUCCION A LOS NEGOCIOS INTERNACIONALES;1
LNI324;INSTITUCIONES Y NORMAS ECONÓMICAS INTERNACIONALES;1
LNI325;POLITICAS Y NORMATIVAS ADUANERAS;1
LNI327;REGÍMENES Y VALORACIÓN ADUANERA;1
LNI328;GEOESTRATEGIAS Y SISTEMAS DE INTEGRACIÓN ECONÓMICA;1
LNI329;GESTIÓN INTERNACIONAL DE TALENTOS;1
LNI330;GERENCIA DE EXPORTACIÓN E IMPORTACIÓN;1
LNI337;BUSINESS INTELLIGENCE;1
LNI337L;SOFTWARE BI;1
MAF504;FINANZAS CORPORATIVAS I;1
MAF505;MERCADOS E INSTRUMENTOS FINANCIEROS;1
MAF506;DIRECCION Y CONTROL DE LA GESTION ESTRATEGICA;1
MAF510;GESTION DE PORTAFOLIOS;1
MAF511;DERIVADOS, OPCIONES Y FUTUROS;1
MAF512;ANALITICA E INTELIGENCIA DE NEGOCIOS;1
MAF513;SEMINARIO DE INVESTIGACION;1
MAF517;FUSIONES, ADQUISICIONES Y REESTRUCTURACIONES;1
MAF520;ANALISIS CREDITICIO Y REGULACIONES FINANCIERAS;1
MAG516;PLANES PARA NUEVOS NEGOCIOS;1
MAG518;SEMINARIO DE INVESTIGACION;1
MAG526;GESTION DE CALIDAD DE SERVICIOS (C. GESTION DE SERVICIOS);1
MAS501;DIRECCION DE SERVICIOS DE SALUD;1
MBA536;ANALISIS FINANCIERO PARA DECISIONES;1
MBA537;GERENCIA DE OPERACIONES;1
MBA538;GESTION HUMANA;1
MBA539;GERENCIA FINANCIERA;1
MBA540;DIRECCION Y MONITOREO ESTRATEGICO;1
MBA541;LIDERAZGO Y HABILIDADES GERENCIALES;1
MBA542;ANALITICA E INTELIGENCIA DE NEGOCIOS;1
MBA552;COMPORTAMIENTO DEL CONSUMIDOR;1
MEA507;ECONOMETRIA;1
MEA508;DATA MINING;1
MEA514;METODOS DEMOGRAFICOS;1
MEA515;PROYECTO DE GRADO;1
MEA519;ANALISIS PREDICTIVO DE NEGOCIOS (CA);1
MEA523;METODOS CUALITATIVOS (CI);1
MER206;NEUROMARKETING;1
MER207;GERENCIA DE PRODUCTOS;1
MER210;PRINCIPIOS DE MERCADEO;1
MER211;MARKETING DE EMBUDO Y AUTOMATIZACIÓN;1
MER305;MERCADEO INTERNACIONAL;1
MER307;ESTRATEGIA DE PRECIOS;1
MER308;DESARROLLO DE NUEVOS PRODUCTOS;1
MER312;E-MARKETING Y COMERCIO ELECTRONICO;1
MER317;COMPORTAMIENTO DEL CONSUMIDOR;1
MER321;PRINCIPIOS DE MERCADEO;1
MER328;DIRECCION COMERCIAL Y VENTAS;1
MER329;RELACIONES PUBLICAS Y GESTION DE EVENTOS;1
MER331;GERENCIA Y MERCADEO DE SERVICIOS;1
MER332;DATAMINING;1
MER333;ESTRATEGIAS DE MARKETING;1
MER334;COMUNICACION INTEGRADA DE MERCADEO;1
MER336;ESTRATEGIAS DE PRECIOS;1
MER338;MERCADEO DIGITAL;1
MER339;PROMOCIÓN DE VENTAS;1
MER343;MERCADEO INTERNACIONAL;1
MGA501;ETICA Y RESPONSABILIDAD SOCIAL;1
MGA502;ESTADISTICA APLICADA;1
MGA504;ANALISIS DE CASOS Y MODELOS DE NEGOCIOS;1
NEG101;INTELIGENCIA FINANCIERA;1
NEG202;INVESTIGACION PARA NEGOCIOS;1
NEG203;HOJA DE CALCULO PARA NEGOCIOS;1
NEG205;EMPRENDEDURISMO Y NUEVOS NEGOCIOS;1
NEG208;IMPACTO SOCIAL (NEG);1
NEG302;SISTEMAS DE INFORMACION GERENCIAL;1
NEG304;PLANES DE NEGOCIACION;1
NEG305;COMUNICACION COMERCIAL;1
NEG306;TECNICAS DE NEGOCIACION;1
NEG307;REDACCION DE INFORMES TECNICOS;1
NEG308;COMMUNITY MANAGEMENT;1
NEG313;TALLER INTEGRADOR Y SIMULACION DE NEGOCIOS;1
NEG318;TALLER INTEGRADOR Y SIMULACION DE NEGOCIOS;1
NEG319;TALLER INTEGRADOR Y SIMULACION DE NEGOCIOS;1
NEG320;TALLER INTEGRADOR Y SIMULACION DE NEGOCIOS;1
NEG321;TALLER INTEGRADOR Y SIMULACION DE NEGOCIOS;1
NEG322;TALLER INTEGRADOR Y SIMULACION DE NEGOCIOS;1
NEG323;LIDERAZGO Y TRABAJO EN EQUIPO;1
NEG326;SISTEMAS INTEGRADOS DE INFORMACIÓN EN LOS NEGOCIOS;1
NEG327;SISTEMAS DE INFORMACIÓN INTEGRADOS EN OPERACIONES;1
AIS502;ECONOMIA AMBIENTAL;1
AIS506;GESTION INTEGRAL DE RESIDUOS SOLIDOS;1
AIS517;SISTEMAS DE ABASTECIMIENTO DE AGUAS;1
AIS517L;LABORATORIO DE SISTEMAS DE ABASTECIMIENTO DE AGUAS;1
AIS526;TRABAJO DE GRADO (ISA);1
ASL353;LABORATORIO DE ANATOMIA EN INGENIERIA BIOMEDICA;1
ASM353;ANATOMIA EN INGENIERIA BIOMEDICA;1
CIV203;INTRODUCCION A LA INGENIERIA CIVIL;1
CIV204;CONSEJERIA PROFESIONAL INGENIERIA CIVIL I;1
CIV304;MATERIALES DE CONSTRUCCION;1
CIV304L;LABORATORIO MATERIALES DE CONSTRUCCION;1
CIV305;INGENIERIA HIDRAULICA I;1
CIV305L;LABORATORIO DE INGENIERIA HIDRAULICA I;1
CIV306;MECANICA DE SUELOS;1
CIV306L;LABORATORIO DE MECANICA DE SUELOS;1
CIV307;INGENIERIA HIDRAULICA II;1
CIV307L;LABORATORIO DE INGENIERIA HIDRAULICA II;1
CIV308;GESTION AMBIENTAL Y CONSTRUCCION SUSTENTABLE;1
CIV309;DISEÑO DE PAVIMENTOS Y VIAS;1
CIV310;INGENIERIA SANITARIA I;1
CIV310L;LABORATORIO DE INGENIERIA SANITARIA I;1
CIV311;DIBUJO CIVIL;1
CIV311L;LABORATORIO DE DIBUJO CIVIL;1
CIV312;INGENIERIA SANITARIA II;1
CIV312L;LABORATORIO DE INGENIERIA SANITARIA II;1
CIV313;PROYECTO DE DISEÑO DE INGENIERIA CIVIL I;1
CIV314;PASANTIA PROFESIONAL I;1
CIV315;DISEÑO ASISTIDO POR COMPUTADORA;1
CIV317;SEGURIDAD DE OBRAS;1
CIV318;DISEÑO ESTRUCTURAS SISMO RESISTENTE;1
CIV319;PASANTIA PROFESIONAL II;1
CIV320;DISEÑO ESTRUCTURAS DE HORMIGON I;1
CIV321;DISEÑO ESTRUCTURA DE HORMIGON II;1
CIV322;DISEÑO ESTRUCTURAS METALICAS;1
CIV323;INGENIERIA DE CIMENTACIONES;1
CIV324;INGENIERIA DE TRANSITO Y TRANSPORTE;1
CIV325;GESTION HUMANA, FIANZAS Y SEGUROS EN LA CONSTRUCCION;1
CIV326;TOPOGRAFIA;1
CIV326L;LABORATORIO DE TOPOGRAFIA;1
CIV327;INTRODUCCION A LA INGENIERIA GEOMATICA;1
CIV328;SISTEMAS DE INFORMACIÓN GEOGRÁFICA (SIG) PARA INGENIEROS;1
CIV329;GEOLOGIA;1
CIV329L;LABORATORIO DE GEOLOGIA;1
CIV330;TEORIA ESTRUCTURAL I;1
CIV331;TEORIA ESTRUCTURAL II;1
CIV332;HIDROLOGIA;1
CIV346;CAMBIO CLIMÁTICO: MITIGACIÓN Y ADAPTACIÓN;1
ELE301;HERRAMIENTAS INFORMATICAS PARA INGENIERIAS;1
ELE301L;LABORATORIO DE HERRAMIENTAS INFORMATICAS PARA INGENIERIAS;1
ELE303;DISEÑO DE INSTALACIONES ELECTRICAS;1
ELE303L;LABORATORIO DE DISEÑO DE INSTALACIONES ELECTRICAS;1
ESO508;COSTOS Y PRESUPUESTO DE OBRAS;1
ESO509;FUNDAMENTOS FINANCIEROS Y TRIBUTARIOS;1
ESO510;CONTROL DE CALIDAD Y PATOLOGIA EN LA CONSTRUCCION;1
ESO511;SEMINARIO DE HERRAMIENTAS TECNOLOGICAS SUPERVISION;1
IBI201;INTRODUCCION A LA INGENIERIA BIOMEDICA;1
IBI305;BIOMECANICA;1
IBI305L;LABORATORIO DE BIOMECANICA;1
IBI306;IMAGENES MEDICAS;1
IBI306L;LABORATORIO DE IMAGENES MEDICAS;1
IBI311;PROYECTO DE INGENIERIA BIOMEDICA I;1
IBI312;SISTEMA DE AYUDA A LA DECISION MEDICA;1
IBI314;BIOSENSORES;1
ICS101;CIENCIA, TECNOLOGIA Y SOCIEDAD;1
ICS201;EL CIBERESPACIO, LA CIBERGUERRA, LA GOBERNANZA INTERNET;1
ICS205;INTRODUCCIÓN A LA INGENIERÍA EN CIBERSEGURIDAD;1
ICS301;ANALISIS DE MALWARE;1
ICS301L;LABORATORIO DE ANALISIS DE MALWARE;1
ICS302;CRIPTOGRAFIA;1
ICS302L;LABORATORIO DE CRIPTOGRAFIA;1
ICS304;MARCO JURIDICO CYDAT;1
ICS305;INFORMATICA FORENSE;1
ICS305L;LABORATORIO DE INFORMATICA FORENSE;1
ICS308;PASANTIA PROFESIONAL DE CIBERSEGURIDAD I;1
ICS309;PROYECTO FINAL I DE CIBERSEGURIDAD;1
ICS310;PROYECTO FINAL II DE CIBERSEGURIDAD;1
ICS311;GESTION DE INFRAESTRUCTURAS CRITICAS DE TI;1
ICS311L;LABORATORIO GESTION DE INFRAESTRUCTURAS CRITICAS DE TI;1
ICS312;PASANTIA PROFESIONAL DE CIBERSEGURIDAD II;1
ICS319;ETHICAL HACKING;1
ICS319L;LABORATORIO ETHICAL HACKING;1
ICS320;FUNDAMENTOS DE CIBERSEGURIDAD;1
ICS321;CIBERSEGURIDAD II CONSEJERIA INGENIERIA;1
ICS323;PASANTÍA PROFESIONAL DE CIBERSEGURIDAD I;1
ICS325;ANTE PROYECTO DE CIBERSEGURIDAD;1
ICS326;POLITICAS, PROCEDIMIENTOS Y AUDITORIA EN CIBERSEGURIDAD;1
IDS202;TECNOLOGIA DE OBJETOS;1
IDS202L;LABORATORIO TECNOLOGIA DE OBJETOS;1
IDS207;INTRODUCCION A LA INGENIERIA DE SOFTWARE;1
IDS208;TEAM BUILDING;1
IDS303;PRACTICA PROFESIONAL DE INGENIERIA DE SOFTWARE;1
IDS309;ARQUITECTURA DE SOFTWARE;1
IDS311;PROCESO DE SOFTWARE;1
IDS322;MANTENIMIENTO DE SOFTWARE;1
IDS323;TECNICAS FUNDAMENTALES DE INGENIERIA DE SOFTWARE;1
IDS323L;LABORATORIO TECNICAS FUNDAMENTALES DE INGENIERIA DE SOFTWARE;1
IDS324;INGENIERIA DE REQUERIMIENTOS DE SOFTWARE;1
IDS324L;LABORATORIO INGENIERIA DE REQUERIMIENTOS DE SOFTWARE;1
IDS325;ASEGURAMIENTO DE LA CALIDAD DEL SOFTWARE;1
IDS325L;LABORATORIO ASEGURAMIENTO DE LA CALIDAD DEL SOFTWARE;1
IDS326;CONSTRUCCION DE SOFTWARE;1
IDS326L;LABORATORIO CONSTRUCCION DE SOFTWARE;1
IDS329;INGENIERIA DE FACTORES HUMANOS;1
IDS329L;LABORATORIO INGENIERIA DE FACTORES HUMANOS;1
IDS332;PROYECTO FINAL DE INGENIERIA DE SOFTWARE II;1
IDS333;PROYECTO FINAL DE INGENIERIA DE SOFTWARE III;1
IDS335;DISEÑO DE SOFTWARE;1
IDS336;FUNDAMENTOS DE CIBERSEGURIDAD;1
IDS338;ECONOMIA DEL SOFTWARE;1
IDS340;DESARROLLO DE SOFTWARE I;1
IDS340L;LABORATORIO DE DESARROLLO DE SOFTWARE I;1
IDS341;DESARROLLO DE SOFTWARE II;1
IDS341L;LABORATORIO DE DESARROLLO DE SOFTWARE II;1
IDS342;CONSEJERIA PROFESIONAL INGENIERIA DE SOFTWARE I;1
IDS343;ESTRUCTURAS DE DATOS Y ALGORITMOS I;1
IDS343L;LABORATORIO ESTRUCTURAS DE DATOS Y ALGORITMOS I;1
IDS345;DESARROLLO DE SOFTWARE III;1
IDS345L;LABORATORIO DE DESARROLLO DE SOFTWARE III;1
IDS346;MODELOS Y METODOS DE LA INGENIERIA DE SOFTWARE;1
IDS347;TENDENCIAS EN DESARROLLO DE SOFTWARE;1
IDS347L;LABORATORIO TENDENCIAS EN DESARROLLO DE SOFTWARE;1
IDS348;DESARROLLO DE APLICACIONES WEB;1
IDS348L;LABORATORIO DESARROLLO DE APLICACIONES WEB;1
IEC101;TÓPICOS GENERALES DE LA INTELIGENCIA ARTIFICIAL;1
IEC201;TECNOLOGIAS DE LA INFORMACION Y DE COMUNICACIONES;1
IEC201L;LABORATORIO DE TECNOLOGIAS DE LA INFORMACION Y DE COMUNICACIONES;1
IEC208;FUNDAMENTOS ELECTRÓNICA DIGITAL;1
IEC208L;LABORATORIO FUNDAMENTOS ELECTRÓNICA DIGITAL;1
IEC301;ELECTRONICA DIGITAL;1
IEC301L;LABORATORIO ELECTRONICA DIGITAL;1
IEC302;ELECTRONICA I;1
IEC302L;LABORATORIO DE ELECTRONICA I;1
IEC303;ELECTRONICA II;1
IEC303L;LABORATORIO DE ELECTRONICA II;1
IEC304;SISTEMAS DIGITALES Y MICROPROCESADORES;1
IEC304L;LABORATORIO DE SISTEMAS DIGITALES Y MICROPROCESADORES;1
IEC306;DISEÑO DE CIRCUITOS ELECTRONICOS;1
IEC306L;LABORATORIO DE DISEÑO DE CIRCUITOS ELECTRONICOS;1
IEC307;SISTEMAS DE COMUNICACIONES;1
IEC307L;LABORATORIO DE SISTEMAS DE COMUNICACIONES;1
IEC322;INTRODUCCIÓN A DEEP LEARNING;1
IES501;SEMINARIO I: SOFTWARE ESPECIALIZADO I	4
IIN201;SEMINARIO DE EDUCACIÓN ECONÓMICA Y FINANCIERA;1
IIN301;INGENIERIA DE LA CADENA DE SUMINISTRO;1
IIN302;GESTION HUMANA EN LA INDUSTRIA;1
IIN303;ESTANDARES Y REGULACIONES PARA LA INDUSTRIA DE DISPOSITIVOS MEDICOS Y FARMACEUTICOS;1
IIN311;VALIDACION EN LA MANUFACTURA DE DISPOSITIVOS MEDICOS;1
IIN312;GESTION DE LAS RESTRICCIONES DEL PROYECTO;1
IIN313;GESTION DEL EQUIPO DEL PROYECTO;1
IIN316;SEMINARIO PROCESOS I;1
IIN317;SEMINARIO PROCESOS II;1
IIN318;SELECCIÓN DE MATERIALES;1
IIN319;CIRCUITOS ELECTRICOS INDUSTRIALES;1
IIN319L;LABORATORIO CIRCUITOS ELECTRICOS INDUSTRIALES;1
ILT201;INTRODUCCION A LA LOGISTICA;1
ILT202;ECONOMIA DEL TRANSPORTE;1
ILT303;ACUERDOS INTERNACIONALES;1
ILT308;SERVICIO AL CLIENTE;1
IMC101;SEMINARIO DE INGENIERIA MECATRONICA;1
IMC102;PROGRAMA HANDS ON 1;1
IMC103;PROGRAMA HANDS ON 2;1
IMC104;SEMINIARIO DISEÑO Y DESARROLLO DE PCBs;1
IMC204;PROGRAMA HANDS ON 3;1
IMC205;PROGRAMA HANDS ON 4;1
IMC207;SEMINARIO INTRODUCCION A ARDUINO;1
IMC208;SEMINARIO MATLAB;1
IMC210;CONSEJERÍA EN INGENIERÍA MECATRONICA I;1
IMC309;PROYECTO DE INGENIERIA MECATRONICA II;1
IMC310;SISTEMAS PARA ENSAMBLE AUTOMATIZADO;1
IMC313;MANTENIMIENTO CENTRADO EN FIABILIDAD (RCM);1
IMC319;PROYECTO INGENIERIA MECATRONICA I;1
IMC326;PROYECTOS MECATRONICOS ESPECIALES;1
IMC328;PROGRAMA HANDS ON 5;1
IMC329;DISEÑO Y MANUFACTURA ASISTIDO POR COMPUTADORA;1
IMC329L;LABORATORIO DE DISEÑO Y MANUFACTURA ASISTIDO POR COMPUTADORA;1
IMC330;DISEÑO DE SISTEMAS MECATRONICOS;1
IMC330L;LABORATORIO DE DISEÑO DE SISTEMAS MECATRONICOS;1
IMC331;INSTRUMENTACION INDUSTRIAL;1
IMC331L;LABORATORIO DE INSTRUMENTACION INDUSTRIAL;1
IMC332;CIRCUITOS NEUMATICOS E HIDRAULICOS;1
IMC332L;LABORATORIO DE CIRCUITOS NEUMATICOS E HIDRAULICOS;1
IMC333;DISEÑO Y PROGRAMACION DE CONTROLES;1
IMC333L;LABORATORIO DE DISEÑO Y PROGRAMACION DE CONTROLES;1
IMC334;TOURS INDUSTRIAL;1
IMC335;ROBOTICA INDUSTRIAL;1
IMC335L;LABORATORIO DE ROBOTICA INDUSTRIAL;1
IMC336;CONTROLADORES LOGICOS PROGRAMABLES (PLC);1
IMC336L;LABORATORIO CONTROLADORES LOGICOS PROGRAMABLES;1
IMC337;PROGRAMA HANDS ON 6;1
IMC338;PROGRAMA HANDS ON 7;1
IMC341;SISTEMA DE GESTION ENERGETICA PARA EDIFICACIONES;1
IMC346;CONSEJERÍA EN INGENIERÍA MECATRONICA II;1
IMC348;TECNOLOGÍA AVANZADA EN EDIFICACIONES;1
INC339;CONTROL DE CALIDAD EN LA CONSTRUCCION;1
INC349;INGENIERIA AMBIENTAL;1
